dispatch_id,route_id,hub_id,dispatch_timestamp,route_class,distance_miles,stop_count,door_open_minutes,transit_duration_hours,cargo_type,pallet_payload,dispatch_status
DSP-11864,RT-GREE-REG-24,GREENSBORO_NC,2025-06-16T12:13:00Z,REGIONAL_DISTRIB,303.2,4,70,8.55,PERISHABLE_FOOD,26,COMPLETED
DSP-11865,RT-HUB_-REG-25,HUB_C,06/17/2025 12:03,REGIONAL_DISTRIB,291.5,5,82,8.61,PERISHABLE_FOOD,26,COMPLETED
DSP-11866,RT-HUB_-LIN-26,HUB_C,2025-06-17 16:23:00,LINEHAUL_CORRIDOR,410.9,1,32,8.24,PERISHABLE_FOOD,26,COMPLETED
DSP-11867,RT-HUB_-REG-27,HUB_C,2025-06-17T06:19:00Z,REGIONAL_DISTRIB,274.8,4,57,7.88,PERISHABLE_FOOD,26,COMPLETED
DSP-11868,RT-HUB_-LIN-28,HUB_02,06/17/2025 14:11,LINEHAUL_CORRIDOR,451.2,2,38,9.34,PHARMA_GDP,26,COMPLETED
DSP-11869,RT-HUB_-LOC-29,HUB_C,2025-06-18 06:05:00,LOCAL_URBAN,124.3,9,105,8.65,PERISHABLE_FOOD,26,COMPLETED
DSP-11870,RT-GREE-REG-30,GREENSBORO_NC,2025-06-18T07:38:00Z,REGIONAL_DISTRIB,279.3,6,72,8.65,PHARMA_GDP,26,COMPLETED
DSP-11871,RT-HUB_-LIN-31,HUB_C,06/18/2025 17:08,LINEHAUL_CORRIDOR,457.9,3,27,9.81,PERISHABLE_FOOD,26,COMPLETED
DSP-11872,RT-HUB_-REG-32,HUB_02,2025-06-18 17:09:00,REGIONAL_DISTRIB,273.1,4,64,7.84,PERISHABLE_FOOD,26,COMPLETED
DSP-11873,RT-GREE-LOC-33,GREENSBORO_NC,2025-06-19T13:21:00Z,LOCAL_URBAN,112.1,9,108,8.1,PERISHABLE_FOOD,26,COMPLETED
DSP-11874,RT-HUB_-REG-34,HUB_C,06/19/2025 12:54,REGIONAL_DISTRIB,279.9,5,84,8.33,PHARMA_GDP,26,COMPLETED
DSP-11875,RT-GREE-REG-35,GREENSBORO_NC,2025-06-19 12:19:00,REGIONAL_DISTRIB,289.6,4,84,8.23,PERISHABLE_FOOD,26,COMPLETED
DSP-11876,RT-GREE-LOC-36,GREENSBORO_NC,2025-06-19T12:04:00Z,LOCAL_URBAN,125.7,10,111,9.05,PERISHABLE_FOOD,25,COMPLETED
DSP-11877,RT-GREE-REG-37,GREENSBORO_NC,06/20/2025 11:03,REGIONAL_DISTRIB,279.6,5,77,8.32,PERISHABLE_FOOD,26,COMPLETED
DSP-11878,RT-HUB_-LIN-38,HUB_02,2025-06-20 12:11:00,LINEHAUL_CORRIDOR,412.3,3,37,8.93,PHARMA_GDP,26,COMPLETED
DSP-11879,RT-GREE-REG-39,GREENSBORO_NC,2025-06-20T17:54:00Z,REGIONAL_DISTRIB,276.6,6,63,8.59,PERISHABLE_FOOD,26,COMPLETED
DSP-11880,RT-GREE-REG-40,GREENSBORO_NC,06/20/2025 10:27,REGIONAL_DISTRIB,280.5,4,55,8.01,PERISHABLE_FOOD,26,COMPLETED
DSP-11881,RT-GREE-REG-01,GREENSBORO_NC,2025-06-21 13:07:00,REGIONAL_DISTRIB,276.9,5,60,8.26,PERISHABLE_FOOD,26,COMPLETED
DSP-11882,RT-HUB_-REG-02,HUB_C,2025-06-21T16:04:00Z,REGIONAL_DISTRIB,296.7,5,60,8.73,PERISHABLE_FOOD,26,COMPLETED
DSP-11883,RT-HUB_-REG-03,HUB_02,06/21/2025 10:55,REGIONAL_DISTRIB,297.4,4,82,8.41,PERISHABLE_FOOD,26,COMPLETED
DSP-11884,RT-HUB_-REG-04,HUB_C,2025-06-21 08:28:00,REGIONAL_DISTRIB,301.2,4,72,8.5,PERISHABLE_FOOD,26,COMPLETED
DSP-11885,RT-HUB_-LOC-05,HUB_02,2025-06-22T11:03:00Z,LOCAL_URBAN,124.4,10,94,8.99,PERISHABLE_FOOD,24,COMPLETED
DSP-11886,RT-GREE-REG-06,GREENSBORO_NC,06/22/2025 10:53,REGIONAL_DISTRIB,270.1,6,58,8.43,PERISHABLE_FOOD,26,COMPLETED
DSP-11887,RT-GREE-REG-07,GREENSBORO_NC,2025-06-22 06:09:00,REGIONAL_DISTRIB,271.8,5,85,8.14,PERISHABLE_FOOD,26,COMPLETED
DSP-11888,RT-HUB_-REG-08,HUB_02,2025-06-22T16:09:00Z,REGIONAL_DISTRIB,272.9,5,62,8.16,PHARMA_GDP,26,COMPLETED
DSP-11889,RT-GREE-LIN-09,GREENSBORO_NC,06/23/2025 07:33,LINEHAUL_CORRIDOR,459.5,1,23,9.17,PERISHABLE_FOOD,26,COMPLETED
DSP-11890,RT-GREE-REG-10,GREENSBORO_NC,2025-06-23 11:49:00,REGIONAL_DISTRIB,270.6,4,57,7.78,PERISHABLE_FOOD,26,COMPLETED
DSP-11891,RT-HUB_-REG-11,HUB_02,2025-06-23T11:09:00Z,REGIONAL_DISTRIB,274.7,5,61,8.21,PHARMA_GDP,26,COMPLETED
DSP-11892,RT-HUB_-REG-12,HUB_02,06/23/2025 13:24,REGIONAL_DISTRIB,298.1,6,58,9.1,PHARMA_GDP,26,COMPLETED
DSP-11893,RT-HUB_-LIN-13,HUB_C,2025-06-24 18:20:00,LINEHAUL_CORRIDOR,425.9,1,40,8.52,PERISHABLE_FOOD,26,COMPLETED
DSP-11894,RT-HUB_-LOC-14,HUB_02,2025-06-24T15:16:00Z,LOCAL_URBAN,119.6,7,113,7.77,PERISHABLE_FOOD,24,COMPLETED
DSP-11895,RT-HUB_-LOC-15,HUB_02,06/24/2025 11:40,LOCAL_URBAN,119.0,8,112,8.08,PERISHABLE_FOOD,25,COMPLETED
DSP-11896,RT-HUB_-REG-16,HUB_02,2025-06-24 18:07:00,REGIONAL_DISTRIB,301.1,5,68,8.84,PHARMA_GDP,26,COMPLETED
DSP-11897,RT-HUB_-REG-17,HUB_02,2025-06-25T13:51:00Z,REGIONAL_DISTRIB,272.6,4,59,7.82,PERISHABLE_FOOD,26,COMPLETED
DSP-11898,RT-GREE-REG-18,GREENSBORO_NC,06/25/2025 18:25,REGIONAL_DISTRIB,288.4,6,73,8.87,PERISHABLE_FOOD,26,COMPLETED
DSP-11899,RT-GREE-LIN-19,GREENSBORO_NC,2025-06-25 07:21:00,LINEHAUL_CORRIDOR,427.3,3,24,9.22,PHARMA_GDP,26,COMPLETED
DSP-11900,RT-HUB_-LOC-20,HUB_02,2025-06-25T11:10:00Z,LOCAL_URBAN,133.3,7,82,8.39,PHARMA_GDP,25,COMPLETED
DSP-11901,RT-GREE-LIN-21,GREENSBORO_NC,06/26/2025 17:50,LINEHAUL_CORRIDOR,414.4,1,24,8.3,PERISHABLE_FOOD,26,COMPLETED
DSP-11902,RT-HUB_-LOC-22,HUB_C,2025-06-26 15:57:00,LOCAL_URBAN,118.1,10,82,8.7,PERISHABLE_FOOD,26,COMPLETED
DSP-11903,RT-HUB_-REG-23,HUB_C,2025-06-26T12:07:00Z,REGIONAL_DISTRIB,272.8,5,82,8.16,PERISHABLE_FOOD,26,COMPLETED
DSP-11904,RT-GREE-REG-24,GREENSBORO_NC,06/26/2025 16:20,REGIONAL_DISTRIB,282.5,6,84,8.73,PHARMA_GDP,26,COMPLETED
DSP-11905,RT-HUB_-REG-25,HUB_02,2025-06-27 10:48:00,REGIONAL_DISTRIB,266.7,4,59,7.68,PHARMA_GDP,26,COMPLETED
DSP-11906,RT-HUB_-REG-26,HUB_C,2025-06-27T16:38:00Z,REGIONAL_DISTRIB,296.2,4,77,8.39,PERISHABLE_FOOD,26,COMPLETED
DSP-11907,RT-HUB_-LOC-27,HUB_C,06/27/2025 12:17,LOCAL_URBAN,125.2,7,99,8.02,PERISHABLE_FOOD,24,VOID_TEST
DSP-11908,RT-HUB_-REG-28,HUB_C,2025-06-27 10:31:00,REGIONAL_DISTRIB,278.7,5,60,8.3,PHARMA_GDP,26,COMPLETED
DSP-11909,RT-HUB_-REG-29,HUB_02,2025-06-28T11:00:00Z,REGIONAL_DISTRIB,291.8,6,69,8.95,PHARMA_GDP,26,COMPLETED
DSP-11910,RT-HUB_-REG-30,HUB_02,06/28/2025 08:25,REGIONAL_DISTRIB,276.3,6,63,8.58,PERISHABLE_FOOD,26,COMPLETED
DSP-11911,RT-HUB_-REG-31,HUB_C,2025-06-28 12:27:00,REGIONAL_DISTRIB,287.8,6,81,8.85,PERISHABLE_FOOD,26,COMPLETED
DSP-11912,RT-HUB_-REG-32,HUB_C,2025-06-28T07:11:00Z,REGIONAL_DISTRIB,277.7,6,82,8.61,PHARMA_GDP,26,COMPLETED
DSP-11913,RT-HUB_-REG-33,HUB_C,06/29/2025 15:11,REGIONAL_DISTRIB,269.7,5,80,8.09,PERISHABLE_FOOD,26,COMPLETED
DSP-11914,RT-HUB_-LIN-34,HUB_C,2025-06-29 16:56:00,LINEHAUL_CORRIDOR,465.6,2,25,9.62,PHARMA_GDP,26,COMPLETED
DSP-11915,RT-HUB_-REG-35,HUB_C,2025-06-29T09:05:00Z,REGIONAL_DISTRIB,296.0,6,82,9.05,PERISHABLE_FOOD,26,COMPLETED
DSP-11916,RT-HUB_-LIN-36,HUB_C,06/29/2025 11:05,LINEHAUL_CORRIDOR,429.5,2,27,8.93,PERISHABLE_FOOD,26,COMPLETED
DSP-11917,RT-HUB_-REG-37,HUB_02,2025-06-30 08:40:00,REGIONAL_DISTRIB,282.0,6,69,8.71,PERISHABLE_FOOD,26,COMPLETED
DSP-11918,RT-HUB_-LOC-38,HUB_02,2025-06-30T18:19:00Z,LOCAL_URBAN,110.5,9,96,8.02,PERISHABLE_FOOD,26,COMPLETED
DSP-11919,RT-GREE-REG-39,GREENSBORO_NC,06/30/2025 05:41,REGIONAL_DISTRIB,268.1,5,74,8.05,PERISHABLE_FOOD,26,COMPLETED
DSP-11920,RT-HUB_-LOC-40,HUB_02,2025-06-30 16:37:00,LOCAL_URBAN,111.4,8,109,7.73,PERISHABLE_FOOD,25,COMPLETED
DSP-11921,RT-GREE-LIN-01,GREENSBORO_NC,2025-07-01T07:39:00Z,LINEHAUL_CORRIDOR,429.6,3,37,9.26,PERISHABLE_FOOD,26,COMPLETED
DSP-11922,RT-GREE-REG-02,GREENSBORO_NC,07/01/2025 13:42,REGIONAL_DISTRIB,264.4,5,67,7.96,PERISHABLE_FOOD,26,COMPLETED
DSP-11923,RT-HUB_-REG-03,HUB_C,2025-07-01 14:02:00,REGIONAL_DISTRIB,284.9,6,80,8.78,PERISHABLE_FOOD,26,COMPLETED
DSP-11924,RT-GREE-REG-04,GREENSBORO_NC,2025-07-01T16:02:00Z,REGIONAL_DISTRIB,290.8,6,78,8.92,PERISHABLE_FOOD,26,COMPLETED
DSP-11925,RT-HUB_-REG-05,HUB_C,07/02/2025 08:31,REGIONAL_DISTRIB,277.7,4,80,7.95,PERISHABLE_FOOD,26,COMPLETED
DSP-11926,RT-HUB_-LOC-06,HUB_02,2025-07-02 11:23:00,LOCAL_URBAN,119.7,7,100,7.77,PHARMA_GDP,24,COMPLETED
DSP-11927,RT-HUB_-LIN-07,HUB_C,2025-07-02T18:29:00Z,LINEHAUL_CORRIDOR,444.2,1,20,8.88,PERISHABLE_FOOD,26,COMPLETED
DSP-11928,RT-GREE-REG-08,GREENSBORO_NC,07/02/2025 16:25,REGIONAL_DISTRIB,289.9,4,64,8.24,PHARMA_GDP,26,COMPLETED
DSP-11929,RT-HUB_-LOC-09,HUB_C,2025-07-03 09:13:00,LOCAL_URBAN,130.6,7,106,8.27,PERISHABLE_FOOD,24,COMPLETED
DSP-11930,RT-HUB_-REG-10,HUB_C,2025-07-03T06:43:00Z,REGIONAL_DISTRIB,265.2,5,56,7.98,PERISHABLE_FOOD,26,COMPLETED
DSP-11931,RT-GREE-LIN-11,GREENSBORO_NC,07/03/2025 05:37,LINEHAUL_CORRIDOR,467.6,2,34,9.66,PERISHABLE_FOOD,26,COMPLETED
DSP-11932,RT-GREE-REG-12,GREENSBORO_NC,2025-07-03 05:37:00,REGIONAL_DISTRIB,265.2,5,67,7.98,PHARMA_GDP,26,COMPLETED
DSP-11933,RT-HUB_-REG-13,HUB_C,2025-07-04T08:42:00Z,REGIONAL_DISTRIB,292.5,6,78,8.96,PERISHABLE_FOOD,26,COMPLETED
DSP-11934,RT-GREE-REG-14,GREENSBORO_NC,07/04/2025 09:04,REGIONAL_DISTRIB,261.7,6,61,8.23,PERISHABLE_FOOD,26,VOID_TEST
DSP-11935,RT-HUB_-REG-15,HUB_C,2025-07-04 18:20:00,REGIONAL_DISTRIB,299.5,5,79,8.8,PERISHABLE_FOOD,26,COMPLETED
DSP-11936,RT-HUB_-LOC-16,HUB_C,2025-07-04T06:06:00Z,LOCAL_URBAN,110.6,10,113,8.36,PHARMA_GDP,25,COMPLETED
DSP-11937,RT-HUB_-LOC-17,HUB_C,07/05/2025 09:14,LOCAL_URBAN,117.2,8,81,7.99,PERISHABLE_FOOD,26,COMPLETED
DSP-11938,RT-HUB_-REG-18,HUB_02,2025-07-05 18:29:00,REGIONAL_DISTRIB,297.8,4,80,8.42,PERISHABLE_FOOD,26,COMPLETED
DSP-11939,RT-GREE-REG-19,GREENSBORO_NC,2025-07-05T17:36:00Z,REGIONAL_DISTRIB,275.5,6,73,8.56,PERISHABLE_FOOD,26,COMPLETED
DSP-11940,RT-HUB_-LOC-20,HUB_02,07/05/2025 10:54,LOCAL_URBAN,116.9,10,102,8.65,PERISHABLE_FOOD,26,COMPLETED
DSP-11941,RT-HUB_-LOC-21,HUB_C,2025-07-06 05:57:00,LOCAL_URBAN,110.7,7,89,7.37,PHARMA_GDP,25,COMPLETED
DSP-11942,RT-GREE-LOC-22,GREENSBORO_NC,2025-07-06T14:33:00Z,LOCAL_URBAN,115.8,10,97,8.6,PHARMA_GDP,26,COMPLETED
DSP-11943,RT-GREE-LIN-23,GREENSBORO_NC,07/06/2025 08:25,LINEHAUL_CORRIDOR,435.9,3,20,9.38,PHARMA_GDP,26,COMPLETED
DSP-11944,RT-GREE-LIN-24,GREENSBORO_NC,2025-07-06 16:10:00,LINEHAUL_CORRIDOR,416.4,2,28,8.67,PERISHABLE_FOOD,26,COMPLETED
DSP-11945,RT-HUB_-REG-25,HUB_C,2025-07-07T14:53:00Z,REGIONAL_DISTRIB,299.0,4,62,8.45,PHARMA_GDP,26,COMPLETED
DSP-11946,RT-HUB_-LIN-26,HUB_02,07/07/2025 14:34,LINEHAUL_CORRIDOR,443.9,3,34,9.54,PHARMA_GDP,26,COMPLETED
DSP-11947,RT-GREE-REG-27,GREENSBORO_NC,2025-07-07 08:46:00,REGIONAL_DISTRIB,304.9,5,64,8.93,PERISHABLE_FOOD,26,COMPLETED
DSP-11948,RT-HUB_-LOC-28,HUB_C,2025-07-07T13:33:00Z,LOCAL_URBAN,130.3,10,107,9.26,PHARMA_GDP,24,COMPLETED
DSP-11949,RT-GREE-LOC-29,GREENSBORO_NC,07/08/2025 11:47,LOCAL_URBAN,115.2,10,115,8.57,PHARMA_GDP,25,COMPLETED
DSP-11950,RT-HUB_-REG-30,HUB_C,2025-07-08 18:16:00,REGIONAL_DISTRIB,279.1,4,72,7.98,PHARMA_GDP,26,COMPLETED
DSP-11951,RT-HUB_-LOC-31,HUB_02,2025-07-08T06:42:00Z,LOCAL_URBAN,124.8,7,101,8.01,PERISHABLE_FOOD,25,COMPLETED
DSP-11952,RT-HUB_-REG-32,HUB_02,07/08/2025 06:22,REGIONAL_DISTRIB,271.1,5,77,8.12,PHARMA_GDP,26,COMPLETED
DSP-11953,RT-HUB_-LIN-33,HUB_02,2025-07-09 07:37:00,LINEHAUL_CORRIDOR,467.2,2,29,9.65,PHARMA_GDP,26,COMPLETED
DSP-11954,RT-HUB_-LOC-34,HUB_C,2025-07-09T10:58:00Z,LOCAL_URBAN,120.9,9,114,8.5,PERISHABLE_FOOD,26,COMPLETED
DSP-11955,RT-HUB_-REG-35,HUB_02,07/09/2025 09:12,REGIONAL_DISTRIB,282.3,4,58,8.05,PERISHABLE_FOOD,26,COMPLETED
DSP-11956,RT-HUB_-REG-36,HUB_C,2025-07-09 11:57:00,REGIONAL_DISTRIB,267.0,5,84,8.02,PHARMA_GDP,26,COMPLETED
DSP-11957,RT-HUB_-REG-37,HUB_C,2025-07-10T05:32:00Z,REGIONAL_DISTRIB,262.9,4,81,7.59,PHARMA_GDP,26,COMPLETED
DSP-11958,RT-HUB_-REG-38,HUB_02,07/10/2025 17:34,REGIONAL_DISTRIB,279.2,5,85,8.31,PHARMA_GDP,26,COMPLETED
DSP-11959,RT-HUB_-REG-39,HUB_C,2025-07-10 06:17:00,REGIONAL_DISTRIB,281.9,5,58,8.38,PERISHABLE_FOOD,26,COMPLETED
DSP-11960,RT-GREE-LOC-40,GREENSBORO_NC,2025-07-10T09:12:00Z,LOCAL_URBAN,129.2,7,97,8.21,PERISHABLE_FOOD,25,COMPLETED
DSP-11961,RT-HUB_-REG-01,HUB_C,07/11/2025 18:07,REGIONAL_DISTRIB,267.7,5,74,8.04,PERISHABLE_FOOD,26,COMPLETED
DSP-11962,RT-GREE-LIN-02,GREENSBORO_NC,2025-07-11 15:44:00,LINEHAUL_CORRIDOR,465.8,2,39,9.62,PERISHABLE_FOOD,26,COMPLETED
DSP-11963,RT-HUB_-REG-03,HUB_C,2025-07-11T06:56:00Z,REGIONAL_DISTRIB,279.8,4,81,8.0,PHARMA_GDP,26,COMPLETED
DSP-11964,RT-HUB_-LOC-04,HUB_C,07/11/2025 08:44,LOCAL_URBAN,122.1,7,111,7.88,PERISHABLE_FOOD,25,COMPLETED
DSP-11965,RT-HUB_-REG-05,HUB_02,2025-07-12 15:06:00,REGIONAL_DISTRIB,269.5,6,85,8.42,PERISHABLE_FOOD,26,COMPLETED
DSP-11966,RT-GREE-REG-06,GREENSBORO_NC,2025-07-12T12:24:00Z,REGIONAL_DISTRIB,260.7,6,81,8.21,PERISHABLE_FOOD,26,COMPLETED
DSP-11967,RT-GREE-LOC-07,GREENSBORO_NC,07/12/2025 07:36,LOCAL_URBAN,115.4,7,112,7.58,PERISHABLE_FOOD,26,COMPLETED
DSP-11968,RT-HUB_-LIN-08,HUB_C,2025-07-12 07:24:00,LINEHAUL_CORRIDOR,449.6,3,20,9.65,PERISHABLE_FOOD,26,COMPLETED
DSP-11969,RT-GREE-LIN-09,GREENSBORO_NC,2025-07-13T08:27:00Z,LINEHAUL_CORRIDOR,458.0,1,31,9.14,PERISHABLE_FOOD,26,COMPLETED
DSP-11970,RT-HUB_-LIN-10,HUB_02,07/13/2025 16:02,LINEHAUL_CORRIDOR,453.9,3,36,9.73,PERISHABLE_FOOD,26,COMPLETED
DSP-11971,RT-HUB_-LIN-11,HUB_C,2025-07-13 17:37:00,LINEHAUL_CORRIDOR,465.7,2,29,9.62,PERISHABLE_FOOD,26,COMPLETED
DSP-11972,RT-HUB_-REG-12,HUB_02,2025-07-13T13:29:00Z,REGIONAL_DISTRIB,293.2,4,73,8.31,PERISHABLE_FOOD,26,VOID_TEST
DSP-11973,RT-HUB_-LOC-13,HUB_C,07/14/2025 15:35,LOCAL_URBAN,110.6,7,106,7.36,PERISHABLE_FOOD,25,COMPLETED
DSP-11974,RT-HUB_-LIN-14,HUB_C,2025-07-14 18:11:00,LINEHAUL_CORRIDOR,432.8,1,29,8.66,PERISHABLE_FOOD,26,COMPLETED
DSP-11975,RT-HUB_-REG-15,HUB_C,2025-07-14T14:27:00Z,REGIONAL_DISTRIB,282.5,6,63,8.73,PERISHABLE_FOOD,26,COMPLETED
DSP-11976,RT-HUB_-REG-16,HUB_02,07/14/2025 09:32,REGIONAL_DISTRIB,277.6,6,84,8.61,PERISHABLE_FOOD,26,COMPLETED
DSP-11977,RT-HUB_-REG-17,HUB_C,2025-07-15 10:57:00,REGIONAL_DISTRIB,271.6,4,80,7.8,PERISHABLE_FOOD,26,COMPLETED
DSP-11978,RT-GREE-REG-18,GREENSBORO_NC,2025-07-15T11:16:00Z,REGIONAL_DISTRIB,268.0,5,76,8.05,PERISHABLE_FOOD,26,COMPLETED
DSP-11979,RT-HUB_-REG-19,HUB_C,07/15/2025 10:10,REGIONAL_DISTRIB,280.7,6,76,8.68,PERISHABLE_FOOD,26,COMPLETED
DSP-11980,RT-GREE-LIN-20,GREENSBORO_NC,2025-07-15 16:46:00,LINEHAUL_CORRIDOR,452.1,2,39,9.36,PHARMA_GDP,26,COMPLETED
DSP-11981,RT-HUB_-LOC-21,HUB_02,2025-07-16T08:05:00Z,LOCAL_URBAN,121.3,9,89,8.51,PHARMA_GDP,24,COMPLETED
DSP-11982,RT-HUB_-LOC-22,HUB_02,07/16/2025 10:04,LOCAL_URBAN,134.5,9,95,9.11,PERISHABLE_FOOD,25,COMPLETED
DSP-11983,RT-HUB_-REG-23,HUB_C,2025-07-16 14:32:00,REGIONAL_DISTRIB,285.8,4,63,8.14,PERISHABLE_FOOD,26,COMPLETED
DSP-11984,RT-HUB_-LIN-24,HUB_C,2025-07-16T11:31:00Z,LINEHAUL_CORRIDOR,433.7,1,36,8.67,PERISHABLE_FOOD,26,COMPLETED
DSP-11985,RT-HUB_-LOC-25,HUB_C,07/17/2025 16:22,LOCAL_URBAN,111.8,7,95,7.42,PHARMA_GDP,26,COMPLETED
DSP-11986,RT-HUB_-REG-26,HUB_C,2025-07-17 10:41:00,REGIONAL_DISTRIB,264.9,4,70,7.64,PERISHABLE_FOOD,26,COMPLETED
DSP-11987,RT-HUB_-LIN-27,HUB_C,2025-07-17T07:53:00Z,LINEHAUL_CORRIDOR,429.3,3,23,9.26,PHARMA_GDP,26,COMPLETED
DSP-11988,RT-HUB_-REG-28,HUB_02,07/17/2025 11:11,REGIONAL_DISTRIB,282.3,5,58,8.39,PERISHABLE_FOOD,26,COMPLETED
DSP-11989,RT-HUB_-REG-29,HUB_C,2025-07-18 13:18:00,REGIONAL_DISTRIB,272.3,6,68,8.48,PHARMA_GDP,26,COMPLETED
DSP-11990,RT-GREE-LOC-30,GREENSBORO_NC,2025-07-18T15:32:00Z,LOCAL_URBAN,122.9,9,114,8.59,PERISHABLE_FOOD,26,COMPLETED
DSP-11991,RT-GREE-LOC-31,GREENSBORO_NC,07/18/2025 09:56,LOCAL_URBAN,120.0,8,86,8.12,PHARMA_GDP,25,COMPLETED
DSP-11992,RT-HUB_-REG-32,HUB_C,2025-07-18 10:04:00,REGIONAL_DISTRIB,297.8,6,60,9.09,PERISHABLE_FOOD,26,COMPLETED
DSP-11993,RT-GREE-REG-33,GREENSBORO_NC,2025-07-19T17:09:00Z,REGIONAL_DISTRIB,296.2,4,77,8.39,PERISHABLE_FOOD,26,COMPLETED
DSP-11994,RT-HUB_-LIN-34,HUB_02,07/19/2025 11:21,LINEHAUL_CORRIDOR,432.9,2,22,8.99,PHARMA_GDP,26,COMPLETED
DSP-11995,RT-HUB_-LOC-35,HUB_C,2025-07-19 10:45:00,LOCAL_URBAN,113.4,8,83,7.82,PERISHABLE_FOOD,25,COMPLETED
DSP-11996,RT-HUB_-LIN-36,HUB_02,2025-07-19T16:16:00Z,LINEHAUL_CORRIDOR,412.7,1,22,8.27,PERISHABLE_FOOD,26,COMPLETED
DSP-11997,RT-GREE-REG-37,GREENSBORO_NC,07/20/2025 12:15,REGIONAL_DISTRIB,294.7,5,61,8.68,PERISHABLE_FOOD,26,COMPLETED
DSP-11998,RT-HUB_-REG-38,HUB_C,2025-07-20 05:33:00,REGIONAL_DISTRIB,271.7,5,74,8.14,PHARMA_GDP,26,COMPLETED
DSP-11999,RT-GREE-REG-39,GREENSBORO_NC,2025-07-20T07:33:00Z,REGIONAL_DISTRIB,273.6,4,64,7.85,PERISHABLE_FOOD,26,COMPLETED
DSP-12000,RT-HUB_-LIN-40,HUB_02,07/20/2025 12:56,LINEHAUL_CORRIDOR,450.9,2,37,9.34,PERISHABLE_FOOD,26,COMPLETED
DSP-12001,RT-HUB_-REG-01,HUB_02,2025-07-21 13:18:00,REGIONAL_DISTRIB,260.6,5,65,7.87,PERISHABLE_FOOD,26,COMPLETED
DSP-12002,RT-GREE-LIN-02,GREENSBORO_NC,2025-07-21T18:02:00Z,LINEHAUL_CORRIDOR,444.3,2,30,9.21,PERISHABLE_FOOD,26,COMPLETED
DSP-12003,RT-HUB_-REG-03,HUB_C,07/21/2025 17:38,REGIONAL_DISTRIB,270.9,5,63,8.12,PERISHABLE_FOOD,26,COMPLETED
DSP-12004,RT-HUB_-REG-04,HUB_C,2025-07-21 15:08:00,REGIONAL_DISTRIB,275.1,5,56,8.22,PHARMA_GDP,26,COMPLETED
DSP-12005,RT-HUB_-LOC-05,HUB_C,2025-07-22T07:39:00Z,LOCAL_URBAN,133.3,10,90,9.39,PERISHABLE_FOOD,24,COMPLETED
DSP-12006,RT-HUB_-REG-06,HUB_02,07/22/2025 08:18,REGIONAL_DISTRIB,299.7,6,76,9.14,PERISHABLE_FOOD,26,COMPLETED
DSP-12007,RT-HUB_-REG-07,HUB_C,2025-07-22 06:53:00,REGIONAL_DISTRIB,264.7,4,63,7.64,PERISHABLE_FOOD,26,COMPLETED
DSP-12008,RT-GREE-LIN-08,GREENSBORO_NC,2025-07-22T06:18:00Z,LINEHAUL_CORRIDOR,425.1,3,40,9.18,PHARMA_GDP,26,COMPLETED
DSP-12009,RT-GREE-LOC-09,GREENSBORO_NC,07/23/2025 07:42,LOCAL_URBAN,121.9,10,110,8.87,PERISHABLE_FOOD,26,COMPLETED
DSP-12010,RT-HUB_-REG-10,HUB_C,2025-07-23 17:47:00,REGIONAL_DISTRIB,299.7,5,69,8.8,PERISHABLE_FOOD,26,COMPLETED
DSP-12011,RT-GREE-REG-11,GREENSBORO_NC,2025-07-23T08:16:00Z,REGIONAL_DISTRIB,271.8,4,75,7.8,PERISHABLE_FOOD,26,COMPLETED
DSP-12012,RT-HUB_-LOC-12,HUB_C,07/23/2025 11:14,LOCAL_URBAN,123.2,8,110,8.27,PHARMA_GDP,25,COMPLETED
DSP-12013,RT-HUB_-LIN-13,HUB_02,2025-07-24 10:46:00,LINEHAUL_CORRIDOR,441.9,2,37,9.16,PHARMA_GDP,26,COMPLETED
DSP-12014,RT-HUB_-REG-14,HUB_C,2025-07-24T09:53:00Z,REGIONAL_DISTRIB,265.6,6,77,8.32,PERISHABLE_FOOD,26,COMPLETED
DSP-12015,RT-HUB_-LOC-15,HUB_02,07/24/2025 10:11,LOCAL_URBAN,126.9,10,96,9.1,PHARMA_GDP,25,COMPLETED
DSP-12016,RT-GREE-LOC-16,GREENSBORO_NC,2025-07-24 08:29:00,LOCAL_URBAN,114.9,7,87,7.56,PHARMA_GDP,24,COMPLETED
DSP-12017,RT-HUB_-REG-17,HUB_02,2025-07-25T12:58:00Z,REGIONAL_DISTRIB,284.2,6,78,8.77,PERISHABLE_FOOD,26,COMPLETED
DSP-12018,RT-HUB_-REG-18,HUB_02,07/25/2025 12:40,REGIONAL_DISTRIB,270.9,5,75,8.12,PERISHABLE_FOOD,26,COMPLETED
DSP-12019,RT-GREE-REG-19,GREENSBORO_NC,2025-07-25 16:04:00,REGIONAL_DISTRIB,290.8,4,83,8.26,PERISHABLE_FOOD,26,COMPLETED
DSP-12020,RT-HUB_-REG-20,HUB_C,2025-07-25T17:10:00Z,REGIONAL_DISTRIB,277.4,4,81,7.94,PHARMA_GDP,26,COMPLETED
DSP-12021,RT-HUB_-REG-21,HUB_02,07/26/2025 10:09,REGIONAL_DISTRIB,295.7,4,65,8.37,PERISHABLE_FOOD,26,COMPLETED
DSP-12022,RT-HUB_-LIN-22,HUB_02,2025-07-26 13:34:00,LINEHAUL_CORRIDOR,462.9,1,21,9.24,PERISHABLE_FOOD,26,COMPLETED
